pair_ID	sentence_A	sentence_B	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_dataset	sentence_B_dataset	SemEval_set	binary_label
116	یک بازیکن در حال پرتاب کردن توپ است	دو تیم فوتبالی در حال مسابقه ی فوتبال هستند	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	0
117	بازیکنی با توپ در حال دویدن است	دوتیم درحال رقابت در مسابقه ی فوتبال هستند	2.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
118	پنج کودک در مقابل یک کلبه چوبی ایستاده‌‌اند	پنج کودک در مقابل کلبه ای از جنس چوب ایستاده‌اند	4.8	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
119	پنج بچه جلوی یک کلبه چوبی ایستاده اند	پنج بچه در یک کلبه چوبی ایستاده اند	4.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRIAL	1
120	پنج سه پایه ی چوبی در مقابل کلبه هر بچه قرار دارد	پنج بچه در مقابل یک کلبه چوبی ایستاده اند	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
121	پنج بچه در کنار هم ایستاده‌اند و یک کودک اسلحه دارد	پنج بچه در کنار هم ایستاده‌اند و یک کودک اسلحه دارد	4.8	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
122	پنج بچه نزدیک هم ایستاده اند و یک بچه اسلحه دارد	پنج بچه نزدیک هم ایستاده اند و هیچکدام از بچه ها اسلحه ندارند	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
123	پنج کودک در مقابل یک کلبه چوبی ایستاده‌اند	پنج بچه در کنار هم ایستاده‌اند و یک کودک اسلحه دارد	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
124	پنج بچه نزدیک هم ایستاده اند و هیچکدام از بچه ها اسلحه ندارند	پنج بچه در مقابل یک کلبه چوبی ایستاده اند	2.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
125	پنج کودک در مقابل کلبه ای از جنس چوب ایستاده‌اند	پنج بچه در کنار هم ایستاده‌اند و یک کودک اسلحه دارد	3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
126	پنج بچه در یک کلبه چوبی ایستاده اند	پنج بچه نزدیک هم ایستاده اند و یک بچه اسلحه دارد	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
127	پنج سه پایه ی چوبی در مقابل کلبه هر بچه قرار دارد	پنج بچه نزدیک هم ایستاده اند و یک بچه اسلحه دارد	2.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
128	پنج کودک در مقابل یک کلبه چوبی ایستاده‌اند	پنج بچه در کنار هم ایستاده‌اند و یک کودک اسلحه دارد	2.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
129	پیرمردی درحال نشستن در یک مزرعه است	مردی درحال نشستن در یک مزرعه است	4.4	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
130	مردی درحال نشستن در یک مزرعه است	مردی در حال دویدن در یک مزرعه است	2.6	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
131	شخصی درحال پوشیدن کلاه و نشستن برروی چمن است	شخصی درحال پوشیدن کلاه و نشستن دریک مزرعه است	4.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
132	شخصی کلاه پوشیده و روی چمن نشسته است	کسی کلاه نپوشیده و روی چمن ننشسته است	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
133	شخصی که درحال نشستن و پوشیدن کلاه چمنی است	شخصی درحال پوشیدن کلاه ونشستن برروی چمن است	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
134	شخصی در مزرعه‌ای نشسته است و یک کلاه پوشیده است	مردی در یک مزرعه نشسته است	4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
135	مردی در یک مزرعه نشسته است	کسی کلاه نپوشیده و روی چمن ننشسته است	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
136	شخصی که درحال نشستن و پوشیدن کلاه چمنی است	مردی درحال نشستن در یک مزرعه است	3.3	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
137	پیر مردی در یک مزرعه نشسته است	شخصی کلاه پوشیده و روی چمن نشسته است	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
138	شخصی کلاه پوشیده و روی چمن نشسته است	مردی در حال دویدن در یک مزرعه است	1.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
139	مردی درحال نشستن در یک مزرعه است	شخصی درحال پوشیدن کلاه و نشستن برروی چمن است	3.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
140	موج جریان آب توسط گروهی از دوستان در یک قایق رانده می شود	گروهی از دوستان در یک قایق موج سواری می کنند	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TRAIN	1
141	گروهی از دوستان در یک قایق موج سواری می کنند	گروهی در یک قایق موج سواری نمی کنند	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
142	این گروه از افراد در حال تمرین ایمنی آب و پوشیدن محافظ هستند	محافظ توسط گروهی از افراد که مشغول تمرین ایمنی آب هستند  پوشیده می‌شود	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
143	هیچ کس تمرین ایمنی آب نمی‌کند و محافظی را نپوشیده است	این گروه از افراد در حال تمرین ایمنی آب و پوشیدن محافظ هستند	3.4	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
144	گروهی از دوستان جریان آب را قایق سواری می‌کنند	محافظ توسط گروهی از افراد که مشغول تمرین ایمنی آب هستند  پوشیده می‌شود	2.9	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
145	هیچ کس تمرین ایمنی آب نمی‌کند و محافظی را نپوشیده است	گروهی از دوستان در جریان آب قایق سواری می‌کنند	2.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
146	موج جریان آب توسط گروهی از دوستان در یک قایق رانده می شود	این گروه از افراد در حال پوشیدن محافظ و تمرین ایمنی آب هستند	3.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
147	گروهی در جریان آب قایق سواری نمی‌کنند	این گروه از افراد در حال تمرین ایمنی آب و پوشیدن محافظ هستند	2.8	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	0
148	گروهی از دوستان درحال سوار کردن معاصر دریک قایق هستند	این گروه از افراد در حال پوشیدن محافظ و تمرین ایمنی آب هستند	3.1	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
149	آهویی از روی حصاری می پرد	آهویی از روی دیوار می پرد	4.535	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
150	یک آهو در حال پریدن از روی یک حصار است	یک آهو در حال پریدن از روی یک حصار نیست	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
151	یک آهوی وحشی از حصار می پرد	یک آهو از حصاری می پرد	4.8	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
152	یک آهو از حصاری می پرد	هیچ آهویی از حصارها نمی پرد	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
153	یک آهوی وحشی از یک حصار می پرد	یک آهو از روی یک حصار می پرد	4.5	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
154	هیچ آهویی از حصارها نمی پرد	یک آهو از روی حصاری می پرد	2.685	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	0
155	آهویی از روی دیوار می پرد	آهویی از حصاری می پرد	4.2	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
156	آهویی از حصاری می پرد	آهویی از روی حصار نمی پرد	3.55	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
157	آهویی از روی حصاری می پرد	آهویی از حصاری می پرد	4.9	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
158	مردم در حال پیاده روی در خارج از ساختمانی هستند که نقاشی های دیواری زیادی روی آن وجود دارد	مردم در حال پیاده روی در خارج از ساختمان هستند که چندین نقاشی دیواری روی آن وجود دارد	4.7	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
159	مردم به داخل ساختمانی که نقاشی های دیواری زیادی روی آن دارد پیاده می روند	مردم از ساختمانی که نقاشی های دیواری زیادی روی آن دارد پیاده خارج می شود	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
160	چندین نفر در جلوی یک ساختمان هستند که با رنگ ها پوشانده شده است	چندین نفر در جلوی یک ساختمان رنگارنگ هستند	4.7	ENTAILMENT	A_entails_B	B_entails_A	FLICKR	FLICKR	TEST	1
161	چندین نفر در مقابل یک ساختمان رنگارنگ هستند	هیچ کس درمقابل ساختمان رنگارنگ نیست	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TRAIN	1
162	چندین نفر در جلوی یک ساختمان هستند که با رنگ ها پوشانده شده است	مردم در حال پیاده روی در خارج از ساختمان هستند که نقاشی های دیواری زیادی روی آن وجود دارد	3.8	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
163	مردم در حال پیاده روی به خارج از ساختمانی هستند که نقاشی های دیواری زیادی روی آن دارد	هیچ کس درمقابل ساختمان رنگارنگ نیست	3.6	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
164	مردم در حال پیاده روی در خارج از ساختمانی هستند که چندین نقاشی دیواری روی آن دارد	چندین نفر در مقابل یک ساختمان رنگارنگ هستند	3.6	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
165	چندین نفر در جلوی یک ساختمان رنگارنگ هستند	مردم در حال پیاده روی در داخل یک ساختمان هستند که نقاشی های دیواری زیادی روی آن وجود دارد	3.4	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
166	مردم در حال پیاده روی در خارج از ساختمان هستند که نقاشی های دیواری زیادی روی آن وجود دارد	چندین نفر در جلوی یک ساختمان رنگارنگ هستند	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
167	پسری در حال ضربه زدن به توپ بیسبالی است	کودکی در حال ضربه زدن به توپ بیسبالی است	4.4	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
168	کودکی در حال ضربه زدن به توپ بیسبالی است	کودکی توپ بیسبالی را از دست می‌هد	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	FLICKR	FLICKR	TEST	1
169	خانواده در حال تماشای یک پسر کوچک است که به توپ بیسبال ضربه می‌زند	خانواده در حال تماشای پسری است که به توپ بیسبال ضربه می‌زند	4.6	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
170	یک خانواده در حال تماشای یک پسر کوچک هستند که در حال زدن بیس بال به هدف است	یک خانواده در حال تماشای یک پسر کوچک هستند که بیس بال به هدف نمیخورد	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
171	یک پسر کوچک در حال تماشای خانواده ای است که به توپ بیسبال ضربه می‌زند	خانواده در حال تماشای پسری کوچکی است که به توپ بیسبال ضربه می‌زند	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
172	خانواده در حال تماشای پسری است که به توپ بیسبال ضربه می‌زند	کودکی در حال ضربه زدن به توپ بیسبال است	3.7	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
173	بچه ای درحال زدن بیس بال به هدف است	یک خانواده در حال تماشای یک پسر کوچک هستند که بیس بال به هدف نمیخورد	3.015	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	1
174	یک پسر کوچک در حال تماشای خانواده ای است که به توپ بیسبال ضربه می‌زنند	کودکی در حال ضربه زدن به توپ بیسبال است	3.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TEST	1
175	خانواده در حال تماشای پسری است که به توپ بیسبال ضربه می‌زند	پسری در حال ضربه زدن به توپ بیسبال است	4.2	ENTAILMENT	A_entails_B	B_neutral_A	FLICKR	FLICKR	TEST	1
176	بچه ای بیس بال را  از دست می دهد	یک خانواده در حال تماشای یک پسر کوچک هستند که در حال زدن بیس بال به هدف است	2.7	NEUTRAL	A_neutral_B	B_neutral_A	FLICKR	FLICKR	TRAIN	0
